   B2            1 1 600.0000 250.0000                                          
   I2            1 1  86.1700 28.32000                                          
   IS2           1 1 500.0000 300.0000                                          
   L2            1 1 150.0000 60.00000                                          
   N2            1 1  16.15   14.15
   R2            1 1   2.5500  1.58000                                          
   T2            1 1 446.0000 176.4300                                          
